XLS_RowNumber	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	ExternalEvaluation	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	OVERDUEDAYS
31327	100002690	2017-07-04	7	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
31342	100002691	2017-08-25	8	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
31381	100002692	2017-08-23	8	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
31408	100002695	2017-05-31	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
31410	100002695	2017-06-06	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
31414	100002695	2017-07-03	7	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
31420	100002697	2017-05-31	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
31422	100002697	2017-06-08	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
31427	100002697	2017-07-06	7	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
31439	100002697	2017-09-14	9	1	0	0	Employee 14	Team 8		85.6	93.5	 	 	 	 	 	 	 
31484	100002702	2017-07-04	7	1	0	0	Employee 5	Team 8				 	 	 	 	 	 	 
31589	100002705	2017-07-04	7	1	0	0	Employee 16	Team 8				 	 	 	 	 	 	 
31625	100002707	2017-05-31	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
31627	100002707	2017-06-06	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
31631	100002707	2017-07-03	7	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
31650	100002707	2017-11-07	11	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
31673	100002710	2017-07-17	7	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
31675	100002710	2017-08-04	8	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
31725	100002722	2017-07-04	7	1	0	0	Employee 15	Team 8				 	 	 	 	 	 	 
31746	100002729	2017-07-03	7	1	0	0	Employee 15	Team 8				 	 	 	 	 	 	 
31807	100002731	2017-05-26	5	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31809	100002731	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31810	100002731	2017-06-08	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31811	100002731	2017-06-15	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31813	100002731	2017-06-29	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31814	100002731	2017-07-06	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31820	100002731	2017-08-17	8	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31835	100002731	2017-11-30	12	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31836	100002731	2017-12-07	12	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31837	100002731	2017-12-14	12	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31842	100002732	2017-06-07	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31845	100002732	2017-07-06	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31862	100002733	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31863	100002733	2017-06-19	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31864	100002733	2017-07-03	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31865	100002733	2017-07-10	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31897	100002735	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31898	100002735	2017-06-12	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31899	100002735	2017-06-19	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31902	100002735	2017-07-03	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31915	100002735	2017-10-02	10	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31930	100002737	2017-06-07	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31951	100002745	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31952	100002745	2017-06-07	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31954	100002745	2017-06-14	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31956	100002745	2017-06-27	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31957	100002745	2017-07-04	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31958	100002745	2017-07-11	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31968	100002745	2017-09-19	9	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31969	100002745	2017-09-26	9	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31971	100002745	2017-10-10	10	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31973	100002745	2017-10-17	10	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31974	100002745	2017-10-24	10	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31975	100002745	2017-10-31	11	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31976	100002745	2017-11-07	11	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31977	100002745	2017-11-14	11	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31978	100002745	2017-11-21	11	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31979	100002745	2017-11-28	12	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31980	100002745	2017-12-05	12	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31981	100002745	2017-12-12	12	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31982	100002745	2017-12-19	12	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31983	100002745	2017-12-26	12	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31990	100002747	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31991	100002747	2017-06-12	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31992	100002747	2017-06-19	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31995	100002747	2017-07-03	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
31996	100002747	2017-07-10	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32028	100002748	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32029	100002748	2017-06-12	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32030	100002748	2017-06-19	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32033	100002748	2017-07-03	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32036	100002748	2017-07-24	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32070	100002755	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32071	100002755	2017-06-12	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32072	100002755	2017-06-19	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32075	100002755	2017-07-03	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32108	100002757	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32109	100002757	2017-06-12	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32110	100002757	2017-06-19	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32113	100002757	2017-07-03	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32122	100002757	2017-09-04	9	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32143	100002758	2017-05-26	5	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32145	100002758	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32146	100002758	2017-06-08	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32147	100002758	2017-06-15	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32149	100002758	2017-06-29	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32150	100002758	2017-07-06	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32156	100002758	2017-08-17	8	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32166	100002758	2017-10-26	10	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32175	100002758	2017-12-28	12	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
32271	100002774	2017-06-20	6	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32278	100002774	2017-08-08	8	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32284	100002774	2017-09-19	9	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32286	100002774	2017-10-03	10	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32292	100002774	2017-11-14	11	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32294	100002774	2017-11-28	12	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32295	100002774	2017-12-05	12	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32315	100002776	2017-08-22	8	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32317	100002776	2017-09-05	9	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32318	100002776	2017-09-12	9	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32320	100002776	2017-09-26	9	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32326	100002776	2017-11-07	11	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32331	100002776	2017-12-12	12	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32339	100002778	2017-07-03	7	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32374	100002779	2017-07-03	7	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32385	100002779	2017-11-13	11	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32386	100002779	2017-11-27	12	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32390	100002786	2017-05-09	5	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
32391	100002786	2017-05-16	5	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
32392	100002786	2017-05-23	5	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
32410	100002787	2017-10-06	10	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
32444	100002789	2017-07-03	7	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
32506	100002799	2017-05-10	5	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
32507	100002799	2017-05-17	5	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
32539	100002808	2017-10-03	10	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
32543	100002808	2017-11-28	12	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
32610	100002831	2017-07-03	7	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
32629	100002831	2017-11-06	11	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
32643	100002837	2017-06-14	6	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
32653	100002839	2017-06-14	6	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
32666	100002839	2017-09-13	9	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
32806	100002855	2017-07-07	7	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
32838	100002863	2017-06-08	6	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32916	100002865	2017-06-08	6	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
32976	100002869	2017-06-28	6	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
32978	100002874	2017-05-03	5	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
32979	100002874	2017-05-10	5	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
33161	100002894	2017-07-03	7	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
33162	100002901	2017-05-02	5	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
33176	100002907	2017-08-31	9	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
33288	100002938	2017-09-12	9	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33325	100002948	2017-09-13	9	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
33332	100002948	2017-11-01	11	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
33333	100002948	2017-11-08	11	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
33334	100002948	2017-11-15	11	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
33358	100002950	2017-08-16	8	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
33381	100002955	2017-05-02	5	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
33400	100002963	2017-10-20	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
33431	100002964	2017-10-20	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
33452	100002966	2017-07-03	7	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
33489	100002974	2017-10-20	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
33516	100002975	2017-10-20	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
33537	100002977	2017-10-20	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
33546	100002978	2017-06-09	6	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
33569	100002985	2017-07-03	7	1	0	0	Employee 55	Team 11				 	 	 	 	 	 	 
33589	100002986	2017-07-03	7	1	0	0	Employee 55	Team 11				 	 	 	 	 	 	 
33615	100002993	2017-07-03	7	1	0	0	Employee 55	Team 11				 	 	 	 	 	 	 
33660	100003005	2017-12-13	12	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33702	100003029	2017-09-12	9	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33723	100003032	2017-07-03	7	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33727	100003032	2017-08-07	8	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33733	100003032	2017-09-12	9	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33775	100003034	2017-11-29	12	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33777	100003034	2017-12-13	12	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33791	100003041	2017-07-20	7	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33813	100003041	2017-12-13	12	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33862	100003052	2017-05-02	5	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33875	100003069	2017-09-12	9	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33894	100003070	2017-12-13	12	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33926	100003078	2017-10-04	10	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33927	100003078	2017-10-18	10	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33928	100003078	2017-11-01	11	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33929	100003078	2017-11-15	11	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33931	100003078	2017-12-13	12	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33944	100003080	2017-07-03	7	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33955	100003080	2017-09-12	9	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
33972	100003081	2017-05-02	5	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
34000	100003084	2017-10-25	10	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
34004	100003084	2017-11-22	11	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
34005	100003084	2017-11-29	12	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
34007	100003084	2017-12-13	12	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
34059	100003093	2017-12-13	12	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
34065	100003094	2017-05-29	6	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
34068	100003094	2017-07-24	7	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
34101	100003098	2017-10-13	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
34115	100003100	2017-05-08	5	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
34116	100003100	2017-05-15	5	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
34154	100003100	2017-10-13	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
34187	100003101	2017-07-03	7	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
34250	100003105	2017-10-13	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
34307	100003123	2017-10-13	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
34347	100003124	2017-10-13	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
34826	100003166	2017-05-02	5	1	0	0	Employee 68	Team 3				 	 	 	 	 	 	 
34926	100003182	2017-12-04	12	1	0	0	Employee 69	Team 3				 	 	 	 	 	 	 
34977	100003194	2017-07-04	7	1	0	0	Employee 70	Team 3				 	 	 	 	 	 	 
34983	100003194	2017-09-26	9	1	0	0	Employee 70	Team 3				 	 	 	 	 	 	 
35484	100003260	2017-05-22	5	1	0	0	Employee 53	Team 2				 	 	 	 	 	 	 
35535	100003261	2017-07-03	7	1	0	0	Employee 52	Team 2				 	 	 	 	 	 	 
35604	100003263	2017-09-13	9	1	0	0	Employee 51	Team 2				 	 	 	 	 	 	 
35607	100003263	2017-09-28	9	1	0	0	Employee 51	Team 2				 	 	 	 	 	 	 
35735	100003271	2017-09-12	9	1	0	0	Employee 51	Team 2				 	 	 	 	 	 	 
35879	100003282	2017-09-13	9	1	0	0	Employee 51	Team 2				 	 	 	 	 	 	 
35960	100003285	2017-09-12	9	1	0	0	Employee 51	Team 2				 	 	 	 	 	 	 
35995	100003286	2017-09-12	9	1	0	0	Employee 51	Team 2				 	 	 	 	 	 	 
36030	100003287	2017-09-12	9	1	0	0	Employee 51	Team 2				 	 	 	 	 	 	 
36058	100003288	2017-09-12	9	1	0	0	Employee 51	Team 2				 	 	 	 	 	 	 
36112	100003291	2017-09-12	9	1	0	0	Employee 51	Team 2				 	 	 	 	 	 	 
36162	100003293	2017-10-12	10	1	0	0	Employee 50	Team 2				 	 	 	 	 	 	 
36194	100003295	2017-11-13	11	1	0	0	Employee 50	Team 2				 	 	 	 	 	 	 
36402	100003320	2017-11-13	11	1	0	0	Employee 50	Team 2				 	 	 	 	 	 	 
36480	100003324	2017-10-24	10	1	0	0	Employee 72	Team 3				 	 	 	 	 	 	 
36575	100003332	2017-07-04	7	1	0	0	Employee 69	Team 3				 	 	 	 	 	 	 
36601	100003332	2017-12-04	12	1	0	0	Employee 69	Team 3				 	 	 	 	 	 	 
36695	100003341	2017-11-30	12	1	0	0	Employee 72	Team 3				 	 	 	 	 	 	 
36747	100003348	2017-12-04	12	1	0	0	Employee 69	Team 3				 	 	 	 	 	 	 
36839	100003372	2017-07-04	7	1	0	0	Employee 69	Team 3				 	 	 	 	 	 	 
36852	100003372	2017-12-04	12	1	0	0	Employee 69	Team 3				 	 	 	 	 	 	 
36884	100003373	2017-10-24	10	1	0	0	Employee 72	Team 3				 	 	 	 	 	 	 
37118	100003392	2017-12-04	12	1	0	0	Employee 69	Team 3				 	 	 	 	 	 	 
37247	100003428	2017-05-02	5	1	0	0	Employee 74	Team 3				 	 	 	 	 	 	 
37990	100003473	2017-11-17	11	1	0	0	Employee 74	Team 3				 	 	 	 	 	 	 
38701	100003565	2017-12-04	12	1	0	0	Employee 69	Team 3				 	 	 	 	 	 	 
38991	100003589	2017-05-02	5	1	0	0	Employee 70	Team 3				 	 	 	 	 	 	 
39787	100003670	2017-05-02	5	1	0	0	Employee 73	Team 3				 	 	 	 	 	 	 
39857	100003673	2017-10-24	10	1	0	0	Employee 72	Team 3				 	 	 	 	 	 	 
39871	100003684	2017-05-19	5	1	0	0	Employee 52	Team 2				 	 	 	 	 	 	 
39879	100003684	2017-07-21	7	1	0	0	Employee 52	Team 2				 	 	 	 	 	 	 
39895	100003684	2017-10-27	10	1	0	0	Employee 52	Team 2				 	 	 	 	 	 	 
39959	100003688	2017-10-13	10	1	0	0	Employee 52	Team 2				 	 	 	 	 	 	 
40044	100003695	2017-07-03	7	1	0	0	Employee 52	Team 2				 	 	 	 	 	 	 
40085	100003696	2017-07-21	7	1	0	0	Employee 52	Team 2				 	 	 	 	 	 	 
40101	100003696	2017-10-27	10	1	0	0	Employee 52	Team 2				 	 	 	 	 	 	 
40415	100003711	2017-12-13	12	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40510	100003716	2017-08-03	8	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40521	100003716	2017-10-12	10	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40550	100003717	2017-08-03	8	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40561	100003717	2017-10-12	10	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40627	100003720	2017-07-03	7	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40628	100003720	2017-07-04	7	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40730	100003723	2017-08-03	8	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40741	100003723	2017-10-12	10	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40764	100003724	2017-07-03	7	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40765	100003724	2017-07-04	7	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40771	100003724	2017-08-03	8	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40782	100003724	2017-10-12	10	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
40804	100003725	2017-07-03	7	1	0	0	Employee 59	Team 7				 	 	 	 	 	 	 
40842	100003726	2017-07-03	7	1	0	0	Employee 59	Team 7				 	 	 	 	 	 	 
40880	100003728	2017-07-03	7	1	0	0	Employee 59	Team 7				 	 	 	 	 	 	 
40890	100003729	2017-07-03	7	1	0	0	Employee 59	Team 7				 	 	 	 	 	 	 
40926	100003730	2017-07-03	7	1	0	0	Employee 59	Team 7				 	 	 	 	 	 	 
41071	100003741	2017-05-02	5	1	0	0	Employee 62	Team 7				 	 	 	 	 	 	 
41175	100003744	2017-06-06	6	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
41176	100003744	2017-06-13	6	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
41177	100003744	2017-06-20	6	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
41179	100003744	2017-07-04	7	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
41213	100003746	2017-12-01	12	1	0	0	Employee 61	Team 7				 	 	 	 	 	 	 
41345	100003762	2017-07-03	7	1	0	0	Employee 61	Team 7				 	 	 	 	 	 	 
41430	100003768	2017-11-30	12	1	0	0	Employee 61	Team 7				 	 	 	 	 	 	 
41464	100003779	2017-07-03	7	1	0	0	Employee 60	Team 7				 	 	 	 	 	 	 
41585	100003792	2017-07-03	7	1	0	0	Employee 60	Team 7				 	 	 	 	 	 	 
41734	100003798	2017-07-03	7	1	0	0	Employee 62	Team 7				 	 	 	 	 	 	 
41735	100003798	2017-07-04	7	1	0	0	Employee 62	Team 7				 	 	 	 	 	 	 
41875	100003803	2017-05-10	5	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
41882	100003804	2017-05-20	5	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
41885	100003804	2017-06-09	6	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
41886	100003804	2017-06-16	6	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
41946	100003806	2017-12-13	12	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
41952	100003807	2017-05-20	5	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
41955	100003807	2017-06-09	6	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
41956	100003807	2017-06-16	6	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
41995	100003809	2017-07-03	7	1	0	0	Employee 62	Team 7				 	 	 	 	 	 	 
41996	100003809	2017-07-04	7	1	0	0	Employee 62	Team 7				 	 	 	 	 	 	 
42090	100003812	2017-07-04	7	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
42157	100003817	2017-07-03	7	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
42170	100003819	2017-07-03	7	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
42176	100003819	2017-08-04	8	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
42209	100003821	2017-07-04	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
42247	100003822	2017-07-03	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
42290	100003823	2017-07-03	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
42331	100003824	2017-07-03	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
42406	100003829	2017-07-03	7	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
42571	100003839	2017-05-10	5	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
42647	100003847	2017-07-07	7	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
42653	100003847	2017-08-18	8	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
42665	100003847	2017-10-29	11	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
42825	100003856	2017-06-29	6	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
42827	100003856	2017-07-07	7	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
42834	100003856	2017-08-18	8	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
42837	100003856	2017-09-01	9	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
42838	100003856	2017-09-07	9	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
42842	100003856	2017-09-29	9	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
42845	100003856	2017-10-19	10	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
42846	100003856	2017-10-26	10	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
42848	100003856	2017-11-03	11	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
42852	100003856	2017-11-24	11	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
43079	100003871	2017-07-12	7	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
43108	100003872	2017-07-13	7	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
43111	100003872	2017-07-27	7	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
43125	100003872	2017-10-18	10	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
43149	100003875	2017-07-13	7	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
43187	100003878	2017-07-12	7	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
43275	100003897	2017-06-30	6	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
43276	100003897	2017-07-07	7	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
43293	100003897	2017-10-29	11	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
